ThisApplication,ProceduresCalled,ExternalApplication
p_com,GetPostingYearPeriod,p_com
p_com,PromptWithOK,p_com
p_com,RptDocketJLR,p_com
p_com,RptDespatchList,p_com
p_com,SetDateRangeHeadingForYear,p_com
p_com,RptDocketBEAVER,p_com
p_com,ViewItemSOHSummaryFor12PeriodsWithTORatios,p_com
p_com,UpdateDELLABELS,p_com
p_com,CalculateBasePriceAndVariation,p_com
p_com,CreateADocketForJob,p_com
p_com,PrepareManualEmailAddressDetails,p_com
p_com,RecalculateSalesContactAndFollowupDates,p_com
p_com,Write2Log,p_com
p_com,BrowseInventoryCategory,p_com
p_com,CommonAlert,p_com
p_com,ViewDocketFile,p_com
p_com,SendEmailTest,p_com
p_com,CreateADocketForPR,p_com
p_com,LoadWords2File,p_com
p_com,FormatAddresseeAndSalutation,p_com
p_com,ValidateCurrentDate,p_com
p_com,UpdateB2BDesc,p_com
p_com,GeneratePhoneList,p_com
p_com,Message_UnableToEmail,p_com
p_com,GetGLAccountDesc,p_com
p_com,SetDateRangeHeadingForDates,p_com
p_com,UpdateCartonLine,p_com
p_com,UpdateInventoryCategory,p_com
p_com,BrowseDocketFile,p_com
p_com,GetSupplierForItemMaster,p_com
p_com,GetSupplierWhseItemCost,p_com
p_com,UpdateDocketFile,p_com
p_com,SendEmailviapcMAX,p_com
p_com,SetDateRangeHeadingForPeriod,p_com
p_com,BrowseB2BDesc,p_com
p_com,GetPeriodEndDate,p_com
p_com,UpdateDocketLine,p_com
p_com,CalculateAvailableStock,p_com
p_com,Message_UnableToCreatePDF,p_com
p_com,GetSupplierWhseItem,p_com
p_com,CreateADocketForSO,p_com
p_com,CreateADocketForInterCoyTfer,p_com
p_com,CheckGLControlFile,p_com
p_com,PromptWithYN,p_com
p_com,BrowseDocketFileForASalesOrder,p_com
p_com,SelectDateAndDespatchTypeForReport,p_com
p_com,CreateANewDocket,p_com
p_com,FormatGLAccount,p_com
p_com,ClearStringForEmail,p_com
p_com,GetAccountType,p_com
p_com,CreateADocketForWhseTfer,p_com
p_com,RptDocketOLD,p_com
p_com,RptDelLabels4Up,p_com
p_com,CreateADocketForWhseReq,p_com
p_com,UpdatePhoneNumbers,p_com
p_com,ViewItemSOHSummaryFor12Periods,p_com
p_com,SelectSupplierAndDateForReport,p_com
p_com,RptDocketList,p_com
p_com,PromptWithYNYellowAlert,p_com
p_com,GetSupplierForWhseItem,p_com
p_com,PricingCalculation,p_com
p_com,BrowseDocketFileForAJob,p_com
p_com,RptDocket,p_com
p_com,PromptWithOKYellowAlert,p_com
p_com,ValidatePostingDate,p_com
p_com,DayOfWeek,p_con
p_com,SetGlobalsFromCompanyAndEmployee,p_data
p_com,SelectCustomer,p_sel
p_com,SelectCustomer1,p_sel
p_com,SelectCustomerDeliveryAddress1,p_sel
p_com,SelectDescription,p_sel
p_com,SelectFreightCode,p_sel
p_com,SelectFreightSupplier,p_sel
p_com,SelectInventoryItem,p_sel
p_com,SelectJob,p_sel
p_com,SelectSalesOrder,p_sel
p_com,SelectSupplier,p_sel
p_com,SelectSupplier1,p_sel
p_com,SelectWarehouse,p_sel
p_com,SelectCustomerDeliveryAddress,p_sel
p_con,SelectEmployeeToCopySecurityProfile,p_con
p_con,RptInactiveItemList,p_con
p_con,BrowseCompaniesForFeatures,p_con
p_con,MakeNewAccountYear,p_con
p_con,BrowseBankTransCardDetails,p_con
p_con,RptInactiveItemListSelect,p_con
p_con,SummariseAllStocktakes,p_con
p_con,ExportToCSVPromptForCON,p_con
p_con,AWRSetup,p_con
p_con,UpdateCompanyDefaultBaseCostMtce,p_con
p_con,BrowseAccountPeriodsYear,p_con
p_con,BrowseBranches,p_con
p_con,BrowseCompaniesForConfiguration,p_con
p_con,UpdateStationeryFile,p_con
p_con,CloseAccountYear,p_con
p_con,DayOfWeek,p_con
p_con,BrowseAcctgPeriodsToSetExportPeriod,p_con
p_con,UpdateCOMPANYFeatures,p_con
p_con,BrowseCompaniesForEmailConfiguration,p_con
p_con,UpdateCOMPANY,p_con
p_con,BrowseStationeryFile,p_con
p_con,UpdateDefaultSalesGLAccts,p_con
p_con,UpdateEMPLOYEE,p_con
p_con,SelectMenuName,p_con
p_con,DeleteSelectedInventoryItems,p_con
p_con,SummariseInvCategoryDetails,p_con
p_con,UpdateCOMPANYConfiguration,p_con
p_con,UpdateAccountPeriods,p_con
p_con,SummarisePeriodDetails,p_con
p_con,UpdateEMPLOYEESOwnDetails,p_con
p_con,BrowseCompaniesForDefaultBaseCostMtce,p_con
p_con,BrowseExchangeRates,p_con
p_con,BrowseCompanies,p_con
p_con,SendEmailHidden,p_con
p_con,UpdateBranches,p_con
p_con,BrowseAcctgPeriodsToSelectPeriodsToBeSummarised,p_con
p_con,CreateACompany,p_con
p_con,BrowseEmployees,p_con
p_con,BrowseAcctgPeriodsToSelectPeriodsToBeSummarisedForStatistics,p_con
p_con,UpdateCOMPANYEmailConfiguration,p_con
p_con,BrowseDefaultSalesGLAccounts,p_con
p_con,SummarisePeriodDetailsForStatistics,p_con
p_con,SummariseAStocktake,p_con
p_con,UpdateExchangeRate,p_con
p_con,RptEmployeeDetails,p_con
p_con,UpdateBankAndTransCards,p_con
p_con,BrowseAcctgPeriods,p_con
p_con,UpdateNUMBCONT,p_con
p_con,GetGLAccountDesc,p_com
p_con,GetAccountType,p_com
p_con,Write2Log,p_com
p_con,PromptWithOk,p_com
p_con,BrowseInventoryCategory,p_com
p_con,SetGlobalsFromCompanyAndEmployee,p_data
p_con,UpdateGLControlAcctsForBranch,p_gl
p_con,SelectEmployee1,p_sel
p_con,SelectGLIncomeAcct,p_sel
p_con,SelectMinorCostCentre,p_sel
p_con,SelectAnyGLAccount,p_sel
p_con,SelectStationeryType,p_sel
p_con,SelectDescription,p_sel
p_con,SelectWarehouse,p_sel
p_con,SelectSalesTaxCode,p_sel
p_con,SelectState,p_sel
p_con,SelectEmployee2,p_sel
p_con,SelectBranch,p_sel
p_con,SelectPRICECAT,p_sel
p_con,SelectCUSTCAT,p_sel
p_con,SelectEmployeeForProfile,p_sel
p_con,SelectAuthorisedSignatory1,p_sel
p_con,SelectInventoryItem,p_sel
p_con,SelectAcctgPeriodsToSetReportDateRange,p_sel
p_con,SelectCompany,p_sel
p_con,SelectExchangeRates,p_sel
p_con,ResetSOCurrentlyAccessedByDetailsForCurrentUser,p_so
p_data,NameDataFiles,p_data
p_data,SetWordFileName,p_data
p_data,SetGlobalsFromCompanyAndEmployee,p_data
p_data,DctMain,p_data
p_fix,BrowsePOLinesForDuplicatedItems,p_fix
p_fix,Merge601and701Into300ForAAPcs,p_fix
p_fix,ResetPOKeys,p_fix
p_fix,CopyJLRToRobertsons,p_fix
p_fix,SetInventoryMasterDefaultValues,p_fix
p_fix,GenerateCusContAddresseeSalutation,p_fix
p_fix,ReceiptBeaverFileViaSupplierCode,p_fix
p_fix,ResetLastStockTakeToCurrentStockTake,p_fix
p_fix,SetINVMASTSwapKey,p_fix
p_fix,BrowseIWHSLinesForUnmatchedInvId,p_fix
p_fix,SetPricingToEliminateWarehousePrices,p_fix
p_fix,PCMaxFileFix,p_fix
p_fix,ResetJobLabourCosts,p_fix
p_fix,FileFixControl,p_fix
p_fix,SetBaseCostToLastCost,p_fix
p_fix,GenerateCustContSalutations,p_fix
p_fix,ImportCofAMapFile,p_fix
p_fix,CheckForOrphanedWorkCentresInBOM,p_fix
p_fix,ConfirmPreferredSupplierDetailsForHardCodedSupplier,p_fix
p_fix,GenerateDetailedAccountingComments,p_fix
p_fix,CheckBeaverFileForInvWhseMatch,p_fix
p_fix,SetWarehousePricesToMasterPrices,p_fix
p_fix,CheckForOrphanedMachineGroupsInStdJobs,p_fix
p_fix,FixunmatchedBranchCodesOnGLTRAN,p_fix
p_fix,ResetAPBankTransfersAsManuallyProcessed,p_fix
p_fix,CheckForOrphanedWorkCentresInStdJobs,p_fix
p_fix,SetsalesContactOnSalesComment,p_fix
p_fix,RecalculateJobActuals,p_fix
p_fix,SetINVAUDITStkTakeValues,p_fix
p_fix,RecoverOSItemDetails,p_fix
p_fix,RecoverOSItems,p_fix
p_fix,CheckJLRItemCodeOnBeaverFileForInvMastMatch,p_fix
p_fix,GenerateCustomerFollowupDate,p_fix
p_fix,CheckForOrphanedInspectionItems,p_fix
p_fix,SetWarehouseBaseCostToInvMasterBaseCost,p_fix
p_fix,ResetJobSalesAndCompleteDate,p_fix
p_fix,AnalyseBeaverReceipts,p_fix
p_fix,Purge601and701Into300ForAAPcs,p_fix
p_fix,BrowseGLTRansForBranchCheck,p_fix
p_fix,SetGLMasterDefaultValues,p_fix
p_fix,GenerateCustomerWordSearch,p_fix
p_fix,GenerateNewTestCertDetailsNew,p_fix
p_fix,CheckForOrphanedMachinesInBOM,p_fix
p_fix,ResetInvoiceDescriptionForBSA,p_fix
p_fix,BrowseOrphanedOEBOMD,p_fix
p_fix,ResetSOOrderedStatusToInvoiced,p_fix
p_fix,ResetPricingFileItemCodes,p_fix
p_fix,ResetItemCodeInWhse,p_fix
p_fix,ItemCodeChangeForAAPcs,p_fix
p_fix,ReaccumulateLabourActuals,p_fix
p_fix,SetInventoryStatusToActive,p_fix
p_fix,BrowsePOLinesForUnmatchedInvId,p_fix
p_fix,GenerateCustomerBranchWarehouses,p_fix
p_fix,GLJnlUnpostChangeAndRepost,p_fix
p_fix,FileFixControl2,p_fix
p_fix,WhseCreationForItemCodeChangeForAAPcs,p_fix
p_fix,BrowseSOLinesForDuplicatedItems,p_fix
p_fix,SetCustomerCreditHold,p_fix
p_fix,GenerateCustomerContactDate,p_fix
p_fix,UpdateCustomerBranchesForBSA_Count,p_fix
p_fix,BrowseIAUDLinesForDuplicatedItems,p_fix
p_fix,PurgeInactiveItemsForAAPcs,p_fix
p_fix,SelectSupplierForFix,p_fix
p_fix,GenerateCustomerSalutations,p_fix
p_fix,ResetTferOutQtyInAuditFile,p_fix
p_fix,GenerateCustomerNewsLetterAndCycles,p_fix
p_fix,CheckForOrphanedMachineGroupsInBOM,p_fix
p_fix,RemoveDuplicatedStocktakeTRans,p_fix
p_fix,SetAvgeCostToBaseCostIfAverageCostIsZero,p_fix
p_fix,ChangeOpeningBalancePostingYear,p_fix
p_fix,UpdateInspectionItemSysId,p_fix
p_fix,RepostGLTrans,p_fix
p_fix,CreateCUSTIMEX,p_fix
p_fix,ResetSupplierGLTransAccounts,p_fix
p_fix,CheckJLRItemCodeOnBeaverFileForInvWhseMatch,p_fix
p_fix,BrowseIAUDLinesForUnmatchedInvId,p_fix
p_fix,ReceiptUnreconciledReceipts,p_fix
p_fix,Merge105into103ForAAPcs,p_fix
p_fix,GenerateSuppliersFromCustomers,p_fix
p_fix,CheckBeaverFileForInvWhsePriceVariation,p_fix
p_fix,SetAvgeCostToBaseCostIfPctExceeded,p_fix
p_fix,UnpostAGLPeriod,p_fix
p_fix,GenerateContactSeq,p_fix
p_fix,ExportToCSVPromptForFix,p_fix
p_fix,GLTransactionReconciliationToSubLedgerange,p_fix
p_fix,ResetSalesOrderSalesAndCompleteDate,p_fix
p_fix,CopyINVWHSDetailsForAllItems,p_fix
p_fix,ReceiptJLRItemsOnBeaverFile,p_fix
p_fix,LoadItemWarehouseRecords,p_fix
p_fix,ResetInventoryStocktakeAndPOAnalysisForcertainItemClasses,p_fix
p_fix,SetInvAuditKeys,p_fix
p_fix,SetGLMajorDefaultValues,p_fix
p_fix,SOGLCOGSReconciliation,p_fix
p_fix,ResetInventoryAverageCostForcertainItemClasses,p_fix
p_fix,BrowsePOLinesForUnextendedLineTotal,p_fix
p_fix,BobMillarSummary,p_fix
p_fix,SOGLCOGSReconciliationToSubLedgerange,p_fix
p_fix,ResetSOForCrediting,p_fix
p_fix,SetOrderRefFlagOnCustMast,p_fix
p_fix,JLRResetEstimatedHours,p_fix
p_fix,UpdateCustomerBranchesForBSA_Update,p_fix
p_fix,GLUnpostChangeAndRepostControl,p_fix
p_fix,Purge105Into103ForAAPcs,p_fix
p_fix,GenerateSupplierWordSearch,p_fix
p_fix,ImportFileNamePrompt,p_fix
p_fix,CheckForOrphanedMachinesInStdJobs,p_fix
p_fix,RegenerateINVWordFile,p_fix
p_fix,SetInvWhseToActiveIfInvMastActive,p_fix
p_fix,GenerateNewMajorMinorCCFile,p_fix
p_fix,ResetBranchAndTerritoryOnUNALLOCTrans,p_fix
p_fix,GenerateTestCertNoOnOEDTTRecords,p_fix
p_fix,ChangeInventorySupplierCodesFromILSToCeva,p_fix
p_fix,InitialisesalesPersonToBlankOnCustomerMaster,p_fix
p_fix,FlagWhse105601and701ItemsAsInactive,p_fix
p_fix,SetJobHeaderStringKey,p_fix
p_fix,BrowseSOLinesForUnmatchedInvId,p_fix
p_fix,GenerateINWHSEItemDescription,p_fix
p_fix,DeleteOrphanedSupplierItemRecords,p_fix
p_fix,CheckBeaverFileForInvMastMatch,p_fix
p_fix,CheckBeaverFileForInvWhseCostVariation,p_fix
p_fix,UpdateItemCodes,p_fix
p_fix,CheckJLRItemCodeOnBeaverFileForInvWhseCostVariation,p_fix
p_fix,LeftJustifyCustName,p_fix
p_fix,ImportFromCSVPromptForFix,p_fix
p_fix,GenerateCustomerAddresseeSalutation,p_fix
p_fix,ItemCodeChangeOnSoDetailForAAPcs,p_fix
p_fix,ResetPricingKey,p_fix
p_fix,GenerateInspectionItemSysIds,p_fix
p_fix,BrowseAPPaymentsForChecking,p_ap
p_fix,BrowseAPTransForChecking,p_ap
p_fix,RptAPBalanceCheck,p_ap
p_fix,CreateASupplierForACustomer,p_ap
p_fix,RptInactiveSuppliers,p_ap
p_fix,BrowseARSOInvoicesForGLTran,p_ar
p_fix,CheckResetCreditHoldForCustomer,p_ar
p_fix,RptCOSTCHANGEDetailForAllWhseItemsForDateRangeWithUpdate,p_au
p_fix,CalculateAvailableStock,p_com
p_fix,FormatAddresseeAndSalutation,p_com
p_fix,GetPostingYearPeriod,p_com
p_fix,LoadWords2File,p_com
p_fix,PricingCalculation,p_com
p_fix,SetGlobalsFromCompanyAndEmployee,p_data
p_fix,GenerateGSTCodes,p_gl
p_fix,ResetGLWRISSUWRRCPT,p_gl
p_fix,RptJournalAuditReconciliation,p_gl
p_fix,RptJournalHeaderUpdate,p_gl
p_fix,RptItemListWithForINVMastDelete,P_in
p_fix,RptStockTakeSelectiveVariationAdjustment,P_in
p_fix,RptStockTakeVariationAdjustment,P_in
p_fix,RptStockValuationForSMStockItems,P_in
p_fix,RptStockValuationForSpreadsheetItems,P_in
p_fix,FixAdditionalInspectionItemsFound,p_is
p_fix,LoadSiteLocationDetails,p_is
p_fix,ResetScheduledDates,p_is
p_fix,ResetSiteItemCusIds,p_is
p_fix,ResetSiteItemScheduledDate,p_is
p_fix,AccumulateJobLabourCosts,p_ja
p_fix,CalculateOverrunUnderrunPercentages,p_ja
p_fix,ReaccumulateActualCostsForJob,p_jb
p_fix,RptInactiveCustomers,p_jr
p_fix,RptInvoicedSalesOrdersCheck,p_jr
p_fix,SetupJobcategoriesAsPerBomcategories,p_sj
p_fix,BrowseSalesOrdersForCopy,p_so
p_fix,GenerateSOWordsFileNew,p_so
p_fix,ResetInspectionLineQtysFromSOJobDetail,p_so
p_fix,ResetOEDetailOEHeaderInvoiceCosts,p_so
p_fix,ResetSOInvoicesStatus,p_so
p_fix,ResetTestDetailLines,p_so
p_fix,ResetTestJobNumbers,p_so
p_gl,BrowseGLDebtorsBalancesForAYear,p_gl
p_gl,UpdateMajorCostCentreCodes,p_gl
p_gl,GenerateGSTCodes,p_gl
p_gl,RptBSForYear,p_gl
p_gl,RptBSForYearWithBudget,p_gl
p_gl,LoadAStandingJournal,p_gl
p_gl,RptPAndLPeriodSelect,p_gl
p_gl,RptBSYearSelect,p_gl
p_gl,BrowseBankReconciliations,p_gl
p_gl,RptJournalAuditReconciliationSelect,p_gl
p_gl,RptJournalAuditForYearSelect,p_gl
p_gl,RptChartOfAccounts,p_gl
p_gl,RptPAndLForPeriodOld,p_gl
p_gl,RptJournalAudit,p_gl
p_gl,ExportToBudgetWorkFile,p_gl
p_gl,BrowseStndgJournals,p_gl
p_gl,RptExportedJournalReportSelect,p_gl
p_gl,RptPAndLForPeriodForBranchOld,p_gl
p_gl,BrowseBudgetsOnImportFile,p_gl
p_gl,BrowseGlJournalsForUpdate,p_gl
p_gl,UpdateGeneralJournalHeaderDescription,p_gl
p_gl,RptCostCentreJournalAuditSelect,p_gl
p_gl,RptJournalAuditOpeningBalancesSelect,p_gl
p_gl,RptBSForPeriodWithBudget,p_gl
p_gl,RptPAndLForYearWithBudget,p_gl
p_gl,RptBranchDivisionReportForPeriodRange,p_gl
p_gl,ExportToCSVPromptForGL,p_gl
p_gl,ResetAPPMTAcct,p_gl
p_gl,RptPAndLForPeriodForBranch,p_gl
p_gl,UpdateGLMajorAcctFile,p_gl
p_gl,RptTranTypeJournalAudit,p_gl
p_gl,RptCostCentreJournalAuditForPAndLAccts,p_gl
p_gl,BrowseGLBalancesForBudgetUpdate,p_gl
p_gl,RptPostingSummaryForPeriod,p_gl
p_gl,ChangeGLAcctCode,p_gl
p_gl,BrowseGLCofAForEnquiry,p_gl
p_gl,ResetAcctYearPeriod,p_gl
p_gl,ResetGLYTD,p_gl
p_gl,BrowseGLBalancesForAYear,p_gl
p_gl,UpdateMajorMinorCostCentreLinkageFile,p_gl
p_gl,UpdateMinorCostCentreCodeFile,p_gl
p_gl,RptJournalAuditOpenBalances,p_gl
p_gl,UpdateGeneralLedgerLineDescription,p_gl
p_gl,RptPAndLForYearForBranch,p_gl
p_gl,RptPAndLForPeriod,p_gl
p_gl,UpdateAPostedJournal,p_gl
p_gl,UpdateGLControlAcctsForBranch,p_gl
p_gl,RptPostingSummaryForYear,p_gl
p_gl,BrowseGLControlAcctsForBranches,p_gl
p_gl,RptJournalAuditForYear,p_gl
p_gl,CreateGeneralJournal,p_gl
p_gl,RptJournalAuditSelect,p_gl
p_gl,RptJournalAuditForUserSelect,p_gl
p_gl,RptPAndLForYear,p_gl
p_gl,RptPAndLYearSelect,p_gl
p_gl,ResetGLPostingsForAYearPeriod,p_gl
p_gl,UpdateGeneralJournal,p_gl
p_gl,UpdateGLControlAccts,p_gl
p_gl,UpdateGLYTDBudgets,p_gl
p_gl,RptCostCentreJournalAudit,p_gl
p_gl,RptBSForPeriod,p_gl
p_gl,RptJournalAuditForCustomer,p_gl
p_gl,RptPAndLForPeriodWithBudget,p_gl
p_gl,UpdateOpeningBalanceJournal,p_gl
p_gl,BrowseGlJournalsForAnAccount,p_gl
p_gl,GLJournalEnquiryFromSubLedger,p_gl
p_gl,BrowseMajorCostCentreFile,p_gl
p_gl,CreateOpeningBalanceJournal,p_gl
p_gl,RptCostCentreSummaryForPAndLAccts,p_gl
p_gl,RptBSForPeriodOld,p_gl
p_gl,BrowseCompletedBankReconciliations,p_gl
p_gl,UpdateGeneralJournalCostCentre,p_gl
p_gl,BrowseGSTCodes,p_gl
p_gl,BrowseMinorCostCentreFile,p_gl
p_gl,ImportBudget,p_gl
p_gl,UpdateStndgJournal,p_gl
p_gl,ResetGLWRISSUWRRCPT,p_gl
p_gl,RptGLTrialBalanceForPeriodRange,p_gl
p_gl,RptPAndLForPeriodRangeForBranch,p_gl
p_gl,ResetGLMAcctType,p_gl
p_gl,RptCostCentreSummaryReportSelect,p_gl
p_gl,ResetARDepAcct,p_gl
p_gl,GeneralLedgerReportControl,p_gl
p_gl,RptJournalAuditForCustomerSelect,p_gl
p_gl,ResetGLJAcctType,p_gl
p_gl,BrowseGLBalancesForAPeriod,p_gl
p_gl,RptBSPeriodSelect,p_gl
p_gl,RptBankReconciliation,p_gl
p_gl,RptJournalAuditForUser,p_gl
p_gl,GlJournalEnquiry,p_gl
p_gl,PostGLTrans,p_gl
p_gl,RptJournalHeaderUpdate,p_gl
p_gl,ResetGLPostings,p_gl
p_gl,CreateBankRecAdjustments,p_gl
p_gl,RptExportedJournalReport,p_gl
p_gl,UpdateGLMinorAcctFile,p_gl
p_gl,BrowseBankReconDetail,p_gl
p_gl,ResetGLControlFile,p_gl
p_gl,RptJournalAuditReconciliation,p_gl
p_gl,RptPostingSummarySelect,p_gl
p_gl,RptJournalHeaderCheck,p_gl
p_gl,RptSelectFinancialYear,p_gl
p_gl,RptCostCentreSummary,p_gl
p_gl,SetControlAccountFlag,p_gl
p_gl,RptPAndLForPeriodRange,p_gl
p_gl,RptTranTypeJournalAuditSelect,p_gl
p_gl,UpdateStandingJournalLine,p_gl
p_gl,ResetGLAcctOnRecHdr,p_gl
p_gl,GlJournalEnquiryForUpdate,p_gl
p_gl,BrowseChartOfAccounts,p_gl
p_gl,RptGSTReport,p_ap
p_gl,ViewAPCrDrMemoDetailViaGLEnquiry,p_ap
p_gl,ViewPaymentDetailViaGLEnquiry,p_ap
p_gl,ViewSupplierInvoiceDetailViaGlEnquiry,p_ap
p_gl,ViewCustomerInvoiceDetailViaGlEnquiry,p_ar
p_gl,ViewCustomerManualInvoiceDetailViaGlEnquiry,p_ar
p_gl,GetAccountType,p_com
p_gl,GetGLAccountDesc,p_com
p_gl,ValidatePostingDate,p_com
p_gl,SetGlobalsFromCompanyAndEmployee,p_data
p_gl,SelectAcctgPeriodsToSetReportDateRange,p_sel
p_gl,SelectAnyGLAccount,p_sel
p_gl,SelectBankTransCardAccount,p_sel
p_gl,SelectBranch,p_sel
p_gl,SelectBusinessDivision,p_sel
p_gl,SelectCustomer,p_sel
p_gl,SelectEmployee,p_sel
p_gl,SelectGLBSAcct,p_sel
p_gl,SelectMinorCostCentre,p_sel
p_in,RptBOMInventoryWarehousePriceAnalysisReportSelect,p_in
p_in,RptItemListByPreferredSupplier,p_in
p_in,CancelAStocktake,p_in
p_in,RptStockStatusReportByItem,p_in
p_in,RptItemWarehouseListSelect,p_in
p_in,BrowseSPLITHeader,p_in
p_in,RptContractPriceBaseCostAnalysisByItemCode,p_in
p_in,UpdatePricingDetailsByItemPricingGrp,p_in
p_in,SPLITAnItem,p_in
p_in,WhseGenerationPrompt,p_in
p_in,RptItemClassList,p_in
p_in,UpdatePricingDetailsByCustCatWhseAndItemPricingGrp,p_in
p_in,UpdatePricingDetailsByWhseAndItemPricingGrp,p_in
p_in,UpdateReportMajorItemClass,p_in
p_in,BrowseInventoryMasterForItemClassChange,p_in
p_in,SelectInventoryItemAndWhseForTransferInto,p_in
p_in,BrowseInvWhseItemsToAddRemoveFromStocktake,p_in
p_in,BrowseReportMajorItemClass,p_in
p_in,BrowseItemCostChanges,p_in
p_in,UpdateInventoryMaster,p_in
p_in,RptItemListByItemClass,p_in
p_in,BrowseInvMasterForStndCostBasePriceUpdate,p_in
p_in,RptStockTakeValuationReport,p_in
p_in,UpdateSplitDetail,p_in
p_in,BrowseCompaniesForDefaultBaseCostValues,p_in
p_in,RptPriceListByItemCode,p_in
p_in,RptStockStatusForEmployeeSelect,p_in
p_in,BrowseInvWhseTranHistoryForJob,p_in
p_in,BrowseInventoryMaster,p_in
p_in,UpdateSPLITHeader,p_in
p_in,BrowseCustomersAndTheirContracts,p_in
p_in,UpdateShippedItemDesc,p_in
p_in,CopyINVMASTDetails,p_in
p_in,BrowseInventoryMasterForEnquiry,p_in
p_in,BrowseInvWhseForStockTran,p_in
p_in,RptStockTakeConfirmedValuationReport,p_in
p_in,UpdateCustCatPriceForItem,p_in
p_in,RptSuppliersCostListBySuppItemCode,p_in
p_in,ResetItemBasePriceAnalysisListSelect,p_in
p_in,RptCostPriceAnalysisForWhseSelection,p_in
p_in,UpdateCOMPANYDefaultBaseCostDetails,p_in
p_in,UpdateItemWarehouseBaseCostBasePriceForOneItemOnly,p_in
p_in,RptItemListByItemClassSeqNoPageSkip,p_in
p_in,BrowseStockTakes,p_in
p_in,BrowseInventoryWords,p_in
p_in,UpdatePricingEffectiveDate,p_in
p_in,RptStdJobInventoryWarehouseCostAnalysisReport,p_in
p_in,ViewInventoryMaster,p_in
p_in,RptItemPriceListForItemsWithin30Days,p_in
p_in,ResetAvailableStock,p_in
p_in,WhseGenerationPromptForAllInventory,p_in
p_in,UpdateItemPrice,p_in
p_in,UpdateWhseAreaDesc,p_in
p_in,CreateATransferFromInvWhseTran,p_in
p_in,ViewAWhseTransfer,p_in
p_in,RptSuppliersCostListSelect2,p_in
p_in,BrowseWarehouses,p_in
p_in,RptMinimumStockValuationReport,p_in
p_in,UpdateContractItemPrice,p_in
p_in,BrowseInvWhseForCostsUpdate,p_in
p_in,BrowseInvWhseTranHistoryForSalesOrder,p_in
p_in,RptStockStatusSelect,p_in
p_in,ViewWarehouseDetails,p_in
p_in,BrowseShippedItemDesc,p_in
p_in,UpdateItemCostByWhseSupplierPct,p_in
p_in,BrowseInvWhseForUpdate,p_in
p_in,UpdateStockTakeSelectionDetails,p_in
p_in,BrowsePricingDetailsByItemClass,p_in
p_in,RptItemListByPricingGroup,p_in
p_in,BrowseInventoryMasterForSupplierChange,p_in
p_in,UpdateItemClass,p_in
p_in,RptCostListSelect,p_in
p_in,RptBOMInventoryWarehouseCostAnalysisReportSelect,p_in
p_in,RecalculateBOMCostsAndPrices,p_in
p_in,RptPriceListForCustPricingCategoryByItemClassSeq,p_in
p_in,BrowseItemCodeChanges,p_in
p_in,BrowseInvWhseForEnquiry,p_in
p_in,UpdateInventoryExcludeWords,p_in
p_in,UpdateCustCatWhseItemPrice,p_in
p_in,UpdateItemCostForOneItemOnly,p_in
p_in,UpdateContractItemPriceForInventoryMaster,p_in
p_in,BrowseWhseAreaDesc,p_in
p_in,PriceCheck,p_in
p_in,RptBOMInventoryWarehousePriceAnalysisReport,p_in
p_in,UpdateUomDesc,p_in
p_in,UpdatePromotionItemPrice,p_in
p_in,RptPriceListByItemClassSeqAndItemCodePS,p_in
p_in,SelectItemsForStocktake,p_in
p_in,BrowseCONTRACTForInventoryMaster,p_in
p_in,UpdateCustCatItemPrice,p_in
p_in,RptItemBaseCostPriceReportSelect,p_in
p_in,RaiseStocktakeGLJournal,p_in
p_in,UpdateItemCostByWhseCostCatPct,p_in
p_in,RptPriceListByItemCodeCustPrcCatReportSelect,p_in
p_in,RptItemBaseCostAnalysisListByPreferredSupplier,p_in
p_in,RptSuppliersCostListSelect,p_in
p_in,FreezeSOHForStocktake,p_in
p_in,RptStockTakeConfirmedValuationSummaryReport,p_in
p_in,BrowseWhseCategory,p_in
p_in,RptItemBasePriceAnalysisListSelect,p_in
p_in,BrowseCounts,p_in
p_in,RptCostList,p_in
p_in,InventoryWarehouseReportControl,p_in
p_in,RptStockTakeVariationReport,p_in
p_in,ConfirmStocktakeAndUpdateAuditFile,p_in
p_in,CreateAnInterCoyTransfer,p_in
p_in,RptStockStatusReportBySupplier,p_in
p_in,RptStockValuationSummaryByItemClassReportAllWhseRetrospective,p_in
p_in,BaseCostAndPriceMaintenanceControl,p_in
p_in,BrowseInventoryWhseFile,p_in
p_in,RptStockValuationReportRetrospective,p_in
p_in,BrowsePromotion,p_in
p_in,RptValuationReportSelect,p_in
p_in,BrowseStockTakesForEntry,p_in
p_in,BrowsePricingDetailsByItemForCustCatAndItemUpdate,p_in
p_in,RemoveAnItemFromStocktake,p_in
p_in,RptCostPriceAnalysisByItemCodeForWhse,p_in
p_in,UpdateInvSuppFile,p_in
p_in,BrowseInventoryWhseFileForEnquiry,p_in
p_in,CreateASPLITHeader,p_in
p_in,UpdateInterCoyTransfers,p_in
p_in,BrowseInvWhseTranHistory,p_in
p_in,RptValuationReport,p_in
p_in,BrowseItemPricingGroupDesc,p_in
p_in,UpdateWarehouseDetails,p_in
p_in,UpdateCustomerContractDetails,p_in
p_in,BrowseInvMasterStndCostPriceTranHistory,p_in
p_in,BrowseItemClass,p_in
p_in,BrowsePricingDetailsByWarehouseAndItem,p_in
